state,County2,pop
AK,Aleutians East,2464
AK,Aleutians West,4035
AK,Anchorage,225212
AK,Bethel,13665
AK,Bristol Bay,929
AK,Denali,2034
AK,Dillingham,4012
AK,Fairbanks North Star,77761
AK,Haines,2246
AK,Juneau,26749
AK,Kenai Peninsula,42009
AK,Ketchikan Gateway,14308
AK,Kodiak Island,13309
AK,Lake And Peninsula,2166
AK,Matanuska Susitna,39654
AK,Nome,8288
AK,North Slope,5979
AK,Northwest Arctic,6113
AK,Prince Wales Ketchikan,5895
AK,Sitka,8638
AK,Skagway Hoonah Angoon,3622
AK,Southeast Fairbanks,5916
AK,Valdez Cordova,9952
AK,Wade Hampton,5791
AK,Wrangell Petersburg,6826
AK,Yakutat,705
AK,Yukon Koyukuk,6420
AL,Autauga,36106
AL,Baldwin,98280
AL,Barbour,22752
AL,Bibb,16713
AL,Blount,32929
AL,Bullock,11956
AL,Butler,21898
AL,Calhoun,117913
AL,Chambers,35629
AL,Cherokee,19348
AL,Chilton,31936
AL,Choctaw,16287
AL,Clarke,27240
AL,Clay,11927
AL,Cleburne,12011
AL,Coffee,42613
AL,Colbert,48199
AL,Conecuh,13910
AL,Coosa,9586
AL,Covington,37128
AL,Crenshaw,13629
AL,Cullman,65449
AL,Dale,44662
AL,Dallas,49430
AL,De Kalb,54645
AL,Elmore,52635
AL,Escambia,35012
AL,Etowah,97193
AL,Fayette,16314
AL,Franklin,30422
AL,Geneva,22823
AL,Greene,10153
AL,Hale,15498
AL,Henry,14039
AL,Houston,86084
AL,Jackson,48434
AL,Jefferson,659319
AL,Lamar,17097
AL,Lauderdale,79661
AL,Lawrence,32858
AL,Lee,86783
AL,Limestone,51038
AL,Lowndes,11271
AL,Macon,24084
AL,Madison,242009
AL,Marengo,23089
AL,Marion,30973
AL,Marshall,80333
AL,Mobile,378643
AL,Monroe,23959
AL,Montgomery,209410
AL,Morgan,101152
AL,Perry,12648
AL,Pickens,19317
AL,Pike,27591
AL,Randolph,19552
AL,Russell,47925
AL,Saint Clair,49672
AL,Shelby,91056
AL,Sumter,15900
AL,Talladega,75280
AL,Tallapoosa,34554
AL,Tuscaloosa,145738
AL,Walker,73899
AL,Washington,16430
AL,Wilcox,13465
AL,Winston,22053
AR,Arkansas,20802
AR,Ashley,24319
AR,Baxter,30807
AR,Benton,96028
AR,Boone,28344
AR,Bradley,11793
AR,Calhoun,5826
AR,Carroll,18651
AR,Chicot,16241
AR,Clark,21695
AR,Clay,18107
AR,Cleburne,19400
AR,Cleveland,7767
AR,Columbia,25691
AR,Conway,19151
AR,Craighead,68953
AR,Crawford,43231
AR,Crittenden,50002
AR,Cross,18877
AR,Dallas,9614
AR,Desha,17537
AR,Drew,16107
AR,Faulkner,59782
AR,Franklin,14159
AR,Fulton,9929
AR,Garland,74276
AR,Grant,13687
AR,Greene,31804
AR,Hempstead,21624
AR,Hot Spring,25855
AR,Howard,13569
AR,Independence,31201
AR,Izard,11743
AR,Jackson,18213
AR,Jefferson,85723
AR,Johnson,18221
AR,Lafayette,10309
AR,Lawrence,18076
AR,Lee,12150
AR,Lincoln,14314
AR,Little River,13966
AR,Logan,20557
AR,Lonoke,42602
AR,Madison,11618
AR,Marion,11721
AR,Miller,7330
AR,Mississippi,57525
AR,Monroe,11333
AR,Montgomery,7841
AR,Nevada,10098
AR,Newton,7405
AR,Ouachita,30574
AR,Perry,8285
AR,Phillips,29741
AR,Pike,10086
AR,Poinsett,24667
AR,Polk,17581
AR,Pope,45883
AR,Prairie,9518
AR,Pulaski,358436
AR,Randolph,16558
AR,Saint Francis,28497
AR,Saline,50636
AR,Scott,11105
AR,Searcy,7841
AR,Sebastian,98456
AR,Sevier,13637
AR,Sharp,13589
AR,Stone,9775
AR,Union,46719
AR,Van Buren,14020
AR,Washington,114880
AR,White,55406
AR,Woodruff,9520
AR,Yell,17759
AZ,Apache,61334
AZ,Cochise,99540
AZ,Coconino,106423
AZ,Gila,42692
AZ,Graham,22358
AZ,Greenlee,8008
AZ,La Paz,13707
AZ,Maricopa,2113629
AZ,Mohave,93499
AZ,Navajo,77874
AZ,Pima,665766
AZ,Pinal,121905
AZ,Santa Cruz,30943
AZ,Yavapai,97890
AZ,Yuma,107045
CA,Alameda,1279365
CA,Alpine,850
CA,Amador,30435
CA,Butte,182511
CA,Calaveras,32199
CA,Colusa,16643
CA,Contra Costa,803791
CA,Del Norte,23460
CA,El Dorado,116658
CA,Fresno,672666
CA,Glenn,24889
CA,Humboldt,116178
CA,Imperial,106639
CA,Inyo,19701
CA,Kern,543216
CA,Kings,100615
CA,Lake,50584
CA,Lassen,27523
CA,Los Angeles,8862251
CA,Madera,87335
CA,Marin,228210
CA,Mariposa,13309
CA,Mendocino,79351
CA,Merced,179370
CA,Modoc,8081
CA,Mono,8251
CA,Monterey,319001
CA,Napa,102882
CA,Nevada,78872
CA,Orange,1736205
CA,Placer,171617
CA,Plumas,18106
CA,Riverside,1031632
CA,Sacramento,1050125
CA,San Benito,35536
CA,San Bernardino,1411922
CA,San Diego,2491270
CA,San Francisco,723993
CA,San Joaquin,480396
CA,San Luis Obispo,216690
CA,San Mateo,663327
CA,Santa Barbara,368577
CA,Santa Clara,1488196
CA,Santa Cruz,238231
CA,Shasta,152743
CA,Sierra,2875
CA,Siskiyou,44316
CA,Solano,349411
CA,Sonoma,390108
CA,Stanislaus,371549
CA,Sutter,63571
CA,Tehama,45605
CA,Trinity,11746
CA,Tulare,309062
CA,Tuolumne,47916
CA,Ventura,665661
CA,Yolo,141081
CA,Yuba,58946
CO,Adams,273419
CO,Alamosa,13244
CO,Arapahoe,355785
CO,Archuleta,5345
CO,Baca,4556
CO,Bent,5048
CO,Boulder,241742
CO,Chaffee,13397
CO,Cheyenne,2397
CO,Clear Creek,5113
CO,Conejos,7557
CO,Costilla,2044
CO,Crowley,3798
CO,Custer,1926
CO,Delta,21298
CO,Denver,497300
CO,Dolores,1504
CO,Douglas,61924
CO,Eagle,20868
CO,El Paso,396383
CO,Elbert,8710
CO,Fremont,31161
CO,Garfield,33909
CO,Gilpin,894
CO,Grand,7966
CO,Gunnison,10025
CO,Hinsdale,467
CO,Huerfano,6009
CO,Jackson,1605
CO,Jefferson,429209
CO,Kiowa,422
CO,Kit Carson,7140
CO,La Plata,32169
CO,Lake,5939
CO,Larimer,185236
CO,Las Animas,13787
CO,Lincoln,4355
CO,Logan,17415
CO,Mesa,93145
CO,Mineral,558
CO,Moffat,11357
CO,Montezuma,18787
CO,Montrose,24453
CO,Morgan,21867
CO,Otero,20526
CO,Ouray,1985
CO,Park,6522
CO,Phillips,4297
CO,Pitkin,10134
CO,Prowers,13091
CO,Pueblo,122836
CO,Rio Blanco,5834
CO,Rio Grande,9554
CO,Routt,14088
CO,Saguache,6104
CO,San Juan,745
CO,San Miguel,3653
CO,Sedgwick,2690
CO,Summit,12881
CO,Teller,12427
CO,Washington,4928
CO,Weld,128650
CO,Yuma,8954
CT,Fairfield,827644
CT,Hartford,853245
CT,Litchfield,172649
CT,Middlesex,142474
CT,New Haven,804192
CT,New London,255896
CT,Tolland,129970
CT,Windham,101046
DC,District Of Columbia,606900
DE,Kent,108460
DE,New Castle,438123
DE,Sussex,119585
FL,Alachua,183995
FL,Baker,18486
FL,Bay,127275
FL,Bradford,21634
FL,Brevard,399023
FL,Broward,1255491
FL,Calhoun,10690
FL,Charlotte,101904
FL,Clay,103818
FL,Columbia,41752
FL,Dixie,10146
FL,Duval,673505
FL,Escambia,259886
FL,Flagler,27727
FL,Franklin,8538
FL,Gadsden,41105
FL,Gilchrist,9371
FL,Glades,4724
FL,Gulf,11504
FL,Hamilton,11236
FL,Hardee,19613
FL,Hendry,25773
FL,Hernando,98905
FL,Highlands,68135
FL,Hillsborough,842393
FL,Holmes,14623
FL,Indian River,90201
FL,Jackson,42068
FL,Jefferson,10987
FL,Lafayette,5042
FL,Lake,154191
FL,Lee,316368
FL,Leon,192493
FL,Levy,20500
FL,Liberty,5569
FL,Madison,17348
FL,Manatee,215877
FL,Marion,41385
FL,Martin,97221
FL,Miami-dade,1937233
FL,Monroe,77768
FL,Nassau,43941
FL,Okaloosa,149441
FL,Okeechobee,33077
FL,Orange,701022
FL,Osceola,106863
FL,Palm Beach,867727
FL,Pasco,275478
FL,Pinellas,476562
FL,Polk,406006
FL,Putnam,68192
FL,Saint Johns,83829
FL,Saint Lucie,149600
FL,Santa Rosa,84520
FL,Sarasota,282625
FL,Seminole,251600
FL,Sumter,30031
FL,Suwannee,26502
FL,Taylor,17080
FL,Union,10252
FL,Volusia,373507
FL,Wakulla,14631
FL,Walton,21279
FL,Washington,18237
GA,Appling,15742
GA,Atkinson,6206
GA,Bacon,9566
GA,Baker,3615
GA,Baldwin,39173
GA,Banks,11374
GA,Barrow,22920
GA,Bartow,52854
GA,Ben Hill,16245
GA,Berrien,14153
GA,Bibb,160519
GA,Bleckley,11373
GA,Brantley,10855
GA,Brooks,13801
GA,Bryan,15335
GA,Bulloch,43134
GA,Burke,16856
GA,Butts,16686
GA,Calhoun,5013
GA,Camden,30167
GA,Candler,7744
GA,Carroll,72903
GA,Catoosa,40167
GA,Charlton,8496
GA,Chatham,217029
GA,Chattahoochee,2290
GA,Chattooga,22518
GA,Cherokee,76585
GA,Clarke,88911
GA,Clay,3364
GA,Clayton,125409
GA,Clinch,6160
GA,Cobb,377240
GA,Coffee,30930
GA,Colquitt,36675
GA,Columbia,32644
GA,Cook,13426
GA,Coweta,52214
GA,Crawford,12050
GA,Crisp,20011
GA,Dade,12552
GA,Dawson,10196
GA,Decatur,25511
GA,Dekalb,515333
GA,Dodge,16664
GA,Dooly,9901
GA,Dougherty,99440
GA,Douglas,56919
GA,Early,11857
GA,Echols,1269
GA,Effingham,25688
GA,Elbert,18956
GA,Emanuel,21922
GA,Evans,8724
GA,Fannin,15825
GA,Fayette,58948
GA,Floyd,80048
GA,Franklin,20161
GA,Fulton,709278
GA,Gilmer,12136
GA,Glascock,2357
GA,Glynn,62496
GA,Gordon,33292
GA,Grady,19822
GA,Greene,11363
GA,Gwinnett,110064
GA,Habersham,27563
GA,Hall,93311
GA,Hancock,8908
GA,Haralson,23384
GA,Harris,13084
GA,Hart,16968
GA,Heard,7230
GA,Henry,60732
GA,Houston,88162
GA,Irwin,8649
GA,Jackson,30634
GA,Jasper,7745
GA,Jeff Davis,12034
GA,Jefferson,18519
GA,Jenkins,8249
GA,Johnson,6951
GA,Jones,9974
GA,Lamar,13384
GA,Lanier,5531
GA,Laurens,39986
GA,Lee,16211
GA,Liberty,52808
GA,Lincoln,7028
GA,Long,6139
GA,Lowndes,77046
GA,Lumpkin,15003
GA,Macon,13043
GA,Madison,23384
GA,Marion,5590
GA,Mcduffie,20119
GA,Mcintosh,8634
GA,Meriwether,22411
GA,Miller,6277
GA,Mitchell,20275
GA,Monroe,12147
GA,Montgomery,7163
GA,Morgan,12238
GA,Murray,26150
GA,Muscogee,196265
GA,Oconee,18588
GA,Oglethorpe,6312
GA,Paulding,34731
GA,Peach,22232
GA,Pickens,15677
GA,Pierce,13328
GA,Pike,10724
GA,Polk,34358
GA,Pulaski,9154
GA,Putnam,13086
GA,Quitman,2265
GA,Rabun,11648
GA,Randolph,7967
GA,Richmond,225720
GA,Schley,3599
GA,Screven,13841
GA,Seminole,9010
GA,Spalding,53247
GA,Stephens,23403
GA,Stewart,5654
GA,Sumter,30217
GA,Talbot,6580
GA,Taliaferro,1915
GA,Tattnall,17723
GA,Taylor,7713
GA,Telfair,11000
GA,Terrell,10692
GA,Thomas,41040
GA,Tift,34998
GA,Toombs,24071
GA,Towns,6754
GA,Treutlen,5996
GA,Troup,57958
GA,Turner,8703
GA,Twiggs,9876
GA,Union,12160
GA,Upson,24446
GA,Walker,58042
GA,Walton,19436
GA,Ware,34362
GA,Warren,6078
GA,Washington,19112
GA,Wayne,22356
GA,Webster,2263
GA,Wheeler,4903
GA,White,13009
GA,Whitfield,74759
GA,Wilcox,7008
GA,Wilkes,11129
GA,Wilkinson,11385
GA,Worth,16616
HI,Hawaii,120317
HI,Honolulu,836231
HI,Kauai,51177
HI,Maui,100504
IA,Adair,8479
IA,Adams,3571
IA,Allamakee,12361
IA,Appanoose,13180
IA,Audubon,7334
IA,Benton,22429
IA,Black Hawk,123111
IA,Boone,24102
IA,Bremer,23498
IA,Buchanan,20844
IA,Buena Vista,20445
IA,Butler,17619
IA,Calhoun,11316
IA,Carroll,21654
IA,Cass,15128
IA,Cedar,17717
IA,Cerro Gordo,46733
IA,Cherokee,14098
IA,Chickasaw,13295
IA,Clarke,7562
IA,Clay,17105
IA,Clayton,21396
IA,Clinton,50380
IA,Crawford,16775
IA,Dallas,30209
IA,Davis,8312
IA,Decatur,8226
IA,Delaware,17184
IA,Des Moines,42201
IA,Dickinson,14909
IA,Dubuque,88459
IA,Emmet,11569
IA,Fayette,21845
IA,Floyd,16118
IA,Franklin,10017
IA,Fremont,8658
IA,Greene,9814
IA,Grundy,11405
IA,Guthrie,11556
IA,Hamilton,16071
IA,Hancock,12017
IA,Hardin,19707
IA,Harrison,14730
IA,Henry,19871
IA,Howard,10676
IA,Humboldt,10756
IA,Ida,8365
IA,Iowa,14540
IA,Jackson,19176
IA,Jasper,33373
IA,Jefferson,15524
IA,Johnson,96119
IA,Jones,17718
IA,Keokuk,11515
IA,Kossuth,18591
IA,Lee,38676
IA,Linn,168767
IA,Louisa,11592
IA,Lucas,9315
IA,Lyon,11952
IA,Madison,12483
IA,Mahaska,21182
IA,Marion,30001
IA,Marshall,38276
IA,Mills,13148
IA,Mitchell,10061
IA,Monona,10034
IA,Monroe,8114
IA,Montgomery,11698
IA,Muscatine,39907
IA,Obrien,15439
IA,Osceola,7267
IA,Page,16870
IA,Palo Alto,10383
IA,Plymouth,23388
IA,Pocahontas,9525
IA,Polk,326080
IA,Pottawattamie,83569
IA,Poweshiek,20327
IA,Ringgold,5044
IA,Sac,12324
IA,Scott,150643
IA,Shelby,12289
IA,Sioux,29908
IA,Story,75246
IA,Tama,17095
IA,Taylor,7168
IA,Union,12656
IA,Van Buren,7676
IA,Wapello,36028
IA,Warren,37454
IA,Washington,19911
IA,Wayne,6934
IA,Webster,40342
IA,Winnebago,12743
IA,Winneshiek,19994
IA,Woodbury,97829
IA,Worth,7991
IA,Wright,14641
ID,Ada,207046
ID,Adams,3252
ID,Bannock,65482
ID,Bear Lake,5794
ID,Benewah,8302
ID,Bingham,38803
ID,Blaine,13552
ID,Boise,3505
ID,Bonner,26388
ID,Bonneville,71519
ID,Boundary,8332
ID,Butte,2906
ID,Camas,727
ID,Canyon,89483
ID,Caribou,7047
ID,Cassia,19369
ID,Clark,762
ID,Clearwater,8793
ID,Custer,4310
ID,Elmore,21217
ID,Franklin,9232
ID,Fremont,10937
ID,Gem,11721
ID,Gooding,11704
ID,Idaho,12334
ID,Jefferson,17091
ID,Jerome,15138
ID,Kootenai,69664
ID,Latah,31217
ID,Lemhi,6722
ID,Lewis,4941
ID,Lincoln,3308
ID,Madison,23674
ID,Minidoka,19361
ID,Nez Perce,32890
ID,Oneida,3323
ID,Owyhee,8574
ID,Payette,15689
ID,Power,6466
ID,Shoshone,13931
ID,Teton,3439
ID,Twin Falls,53509
ID,Valley,6111
ID,Washington,8550
IL,Adams,65830
IL,Alexander,10624
IL,Bond,16531
IL,Boone,30355
IL,Brown,5733
IL,Bureau,35067
IL,Calhoun,4481
IL,Carroll,16714
IL,Cass,13708
IL,Champaign,165625
IL,Christian,33518
IL,Clark,18834
IL,Clay,14759
IL,Clinton,27667
IL,Coles,51337
IL,Cook,4877274
IL,Crawford,19733
IL,Cumberland,8856
IL,De Kalb,79174
IL,Dewitt,16516
IL,Douglas,22270
IL,Du Page,799934
IL,Edgar,17787
IL,Edwards,6233
IL,Effingham,33529
IL,Fayette,19019
IL,Ford,13872
IL,Franklin,40550
IL,Fulton,38690
IL,Gallatin,7036
IL,Greene,15163
IL,Grundy,34925
IL,Hamilton,8815
IL,Hancock,22355
IL,Hardin,5189
IL,Henderson,7521
IL,Henry,50629
IL,Iroquois,32611
IL,Jackson,61508
IL,Jasper,9636
IL,Jefferson,37020
IL,Jersey,24821
IL,Jo Daviess,21363
IL,Johnson,12034
IL,Kane,329385
IL,Kankakee,94410
IL,Kendall,43073
IL,Knox,56053
IL,La Salle,106148
IL,Lake,549182
IL,Lawrence,16074
IL,Lee,36482
IL,Livingston,35531
IL,Logan,30285
IL,Macon,117206
IL,Macoupin,42306
IL,Madison,252656
IL,Marion,48683
IL,Marshall,13717
IL,Mason,16269
IL,Massac,14752
IL,Mcdonough,34923
IL,Mchenry,184767
IL,Mclean,130067
IL,Menard,11164
IL,Mercer,18444
IL,Monroe,22422
IL,Montgomery,30565
IL,Morgan,36930
IL,Moultrie,12317
IL,Ogle,44334
IL,Peoria,180736
IL,Perry,20561
IL,Piatt,14740
IL,Pike,17925
IL,Pope,4373
IL,Pulaski,7100
IL,Putnam,5885
IL,Randolph,35546
IL,Richland,16545
IL,Rock Island,149120
IL,Saint Clair,259441
IL,Sainte Genevieve,130
IL,Saline,27387
IL,Sangamon,177228
IL,Schuyler,7095
IL,Scott,5010
IL,Shelby,23103
IL,Stark,10329
IL,Stephenson,49128
IL,Tazewell,126297
IL,Union,18044
IL,Vermilion,88736
IL,Wabash,13111
IL,Warren,17347
IL,Washington,12994
IL,Wayne,17126
IL,White,18006
IL,Whiteside,60954
IL,Will,314530
IL,Williamson,54576
IL,Winnebago,252516
IL,Woodford,27129
IN,Adams,30195
IN,Allen,296148
IN,Bartholomew,64278
IN,Benton,9745
IN,Blackford,13515
IN,Boone,34973
IN,Brown,13944
IN,Carroll,15059
IN,Cass,39063
IN,Clark,90595
IN,Clay,24265
IN,Clinton,31335
IN,Crawford,10217
IN,Daviess,26901
IN,De Kalb,35457
IN,Dearborn,39154
IN,Decatur,23704
IN,Delaware,119659
IN,Dubois,36999
IN,Elkhart,156141
IN,Fayette,25652
IN,Floyd,60531
IN,Fountain,17816
IN,Franklin,16447
IN,Fulton,18842
IN,Gibson,30968
IN,Grant,75847
IN,Greene,31720
IN,Hamilton,108574
IN,Hancock,44379
IN,Harrison,31957
IN,Hendricks,70868
IN,Henry,47324
IN,Howard,81659
IN,Huntington,36315
IN,Jackson,37730
IN,Jasper,28570
IN,Jay,23897
IN,Jefferson,28596
IN,Jennings,23467
IN,Johnson,89397
IN,Knox,39884
IN,Kosciusko,64024
IN,La Porte,109849
IN,Lagrange,29970
IN,Lake,478921
IN,Lawrence,43168
IN,Madison,135141
IN,Marion,804580
IN,Marshall,41002
IN,Martin,11001
IN,Miami,35866
IN,Monroe,106948
IN,Montgomery,34436
IN,Morgan,53788
IN,Newton,9960
IN,Noble,39092
IN,Ohio,4500
IN,Orange,16776
IN,Owen,18048
IN,Parke,15007
IN,Perry,17829
IN,Pike,12509
IN,Porter,122797
IN,Posey,24698
IN,Pulaski,12643
IN,Putnam,30315
IN,Randolph,26977
IN,Ripley,28501
IN,Rush,19206
IN,Scott,22630
IN,Shelby,39475
IN,Spencer,21057
IN,St Joseph,249459
IN,Starke,22753
IN,Steuben,26689
IN,Sullivan,19328
IN,Switzerland,7634
IN,Tippecanoe,130612
IN,Tipton,14666
IN,Union,6976
IN,Vanderburgh,165800
IN,Vermillion,16773
IN,Vigo,104586
IN,Wabash,35462
IN,Warren,7858
IN,Warrick,45466
IN,Washington,23542
IN,Wayne,71946
IN,Wells,25059
IN,White,26559
IN,Whitley,29365
KS,Allen,14638
KS,Anderson,7803
KS,Atchison,16934
KS,Barber,5874
KS,Barton,28842
KS,Bourbon,15075
KS,Brown,11265
KS,Butler,48821
KS,Chase,2843
KS,Chautauqua,4407
KS,Cherokee,20782
KS,Cheyenne,3243
KS,Clark,2418
KS,Clay,9062
KS,Cloud,10862
KS,Coffey,8657
KS,Comanche,2313
KS,Cowley,36915
KS,Crawford,36092
KS,Decatur,3855
KS,Dickinson,18583
KS,Doniphan,7707
KS,Douglas,81915
KS,Edwards,3670
KS,Elk,2998
KS,Ellis,26004
KS,Ellsworth,6586
KS,Finney,32744
KS,Ford,26469
KS,Franklin,21877
KS,Geary,30453
KS,Gove,3231
KS,Graham,3543
KS,Grant,7159
KS,Gray,5396
KS,Greeley,1774
KS,Greenwood,8044
KS,Hamilton,2388
KS,Harper,7124
KS,Harvey,36515
KS,Haskell,4245
KS,Hodgeman,2177
KS,Jackson,11525
KS,Jefferson,15300
KS,Jewell,4251
KS,Johnson,354039
KS,Kearny,4027
KS,Kingman,8187
KS,Kiowa,3777
KS,Labette,23302
KS,Lane,2142
KS,Leavenworth,64378
KS,Lincoln,3653
KS,Linn,7947
KS,Logan,2838
KS,Lyon,34732
KS,Marion,13066
KS,Marshall,11365
KS,Mcpherson,27268
KS,Meade,4247
KS,Miami,23664
KS,Mitchell,7203
KS,Montgomery,39555
KS,Morris,5938
KS,Morton,3480
KS,Nemaha,10416
KS,Neosho,16887
KS,Ness,4033
KS,Norton,5763
KS,Osage,14995
KS,Osborne,4867
KS,Ottawa,5213
KS,Pawnee,7555
KS,Phillips,6590
KS,Pottawatomie,14368
KS,Pratt,9702
KS,Rawlins,3404
KS,Reno,62129
KS,Republic,6482
KS,Rice,10610
KS,Riley,68902
KS,Rooks,5561
KS,Rush,3657
KS,Russell,7835
KS,Saline,47650
KS,Scott,4476
KS,Sedgwick,396772
KS,Seward,18384
KS,Shawnee,161579
KS,Sheridan,2895
KS,Sherman,6926
KS,Smith,4987
KS,Stafford,5116
KS,Stanton,2333
KS,Stevens,5048
KS,Sumner,28810
KS,Thomas,8145
KS,Trego,3694
KS,Wabaunsee,6600
KS,Wallace,1821
KS,Washington,7073
KS,Wichita,2758
KS,Wilson,10289
KS,Woodson,4116
KS,Wyandotte,163001
KY,Adair,14097
KY,Allen,13917
KY,Anderson,13485
KY,Ballard,10522
KY,Barren,32407
KY,Bath,9595
KY,Bell,31486
KY,Boone,59938
KY,Bourbon,18722
KY,Boyd,52682
KY,Boyle,25977
KY,Bracken,7778
KY,Breathitt,11079
KY,Breckinridge,13109
KY,Bullitt,36932
KY,Butler,10504
KY,Caldwell,13293
KY,Calloway,31044
KY,Campbell,83076
KY,Carlisle,5238
KY,Carroll,9292
KY,Carter,21173
KY,Casey,11766
KY,Christian,67525
KY,Clark,29149
KY,Clay,21751
KY,Clinton,8582
KY,Crittenden,8733
KY,Cumberland,5323
KY,Daviess,87148
KY,Edmonson,6691
KY,Elliott,6209
KY,Estill,14147
KY,Fayette,227262
KY,Fleming,12292
KY,Floyd,37241
KY,Franklin,46563
KY,Fulton,9631
KY,Gallatin,5393
KY,Garrard,12025
KY,Grant,15737
KY,Graves,34261
KY,Grayson,21962
KY,Green,9249
KY,Greenup,34564
KY,Hancock,9685
KY,Hardin,99348
KY,Harlan,35443
KY,Harrison,15458
KY,Hart,13302
KY,Henderson,42651
KY,Henry,13536
KY,Hickman,4597
KY,Hopkins,46968
KY,Jackson,11686
KY,Jefferson,679330
KY,Jessamine,28773
KY,Johnson,21752
KY,Kenton,139682
KY,Knott,15417
KY,Knox,22082
KY,Larue,11829
KY,Laurel,43471
KY,Lawrence,14005
KY,Lee,7067
KY,Leslie,11467
KY,Letcher,24806
KY,Lewis,12985
KY,Lincoln,23643
