state,County2,pop
OH,Muskingum,84192
OH,Noble,9418
OH,Ottawa,42965
OH,Paulding,18798
OH,Perry,35694
OH,Pickaway,50261
OH,Pike,22068
OH,Portage,134879
OH,Preble,40012
OH,Putnam,34892
OH,Richland,131050
OH,Ross,68762
OH,Sandusky,53728
OH,Scioto,82375
OH,Seneca,65789
OH,Shelby,42720
OH,Stark,367083
OH,Summit,531798
OH,Trumbull,218815
OH,Tuscarawas,90307
OH,Union,26741
OH,Van Wert,27195
OH,Vinton,9393
OH,Warren,113666
OH,Washington,64782
OH,Wayne,103833
OH,Williams,37829
OH,Wood,112003
OH,Wyandot,22641
OK,Adair,18421
OK,Alfalfa,6288
OK,Atoka,12022
OK,Beaver,5556
OK,Beckham,18924
OK,Blaine,11535
OK,Bryan,32089
OK,Caddo,30140
OK,Canadian,75555
OK,Carter,41461
OK,Cherokee,34049
OK,Choctaw,15557
OK,Cimarron,3163
OK,Cleveland,177981
OK,Coal,5731
OK,Comanche,111429
OK,Cotton,6651
OK,Craig,14372
OK,Creek,60960
OK,Custer,26897
OK,Delaware,22974
OK,Dewey,5720
OK,Ellis,4498
OK,Garfield,56725
OK,Garvin,24240
OK,Grady,41714
OK,Grant,5647
OK,Greer,6649
OK,Harmon,3793
OK,Harper,4063
OK,Haskell,10940
OK,Hughes,13023
OK,Jackson,28764
OK,Jefferson,7010
OK,Johnston,10032
OK,Kay,51314
OK,Kingfisher,11509
OK,Kiowa,11476
OK,Latimer,8033
OK,Le Flore,43825
OK,Lincoln,29216
OK,Logan,26990
OK,Love,8157
OK,Major,8006
OK,Marshall,10829
OK,Mayes,34372
OK,Mcclain,22097
OK,Mccurtain,33434
OK,Mcintosh,15676
OK,Murray,11841
OK,Muskogee,69178
OK,Noble,11045
OK,Nowata,10029
OK,Okfuskee,11038
OK,Oklahoma,598194
OK,Okmulgee,36456
OK,Osage,36972
OK,Ottawa,34642
OK,Pawnee,15572
OK,Payne,61507
OK,Pittsburg,39152
OK,Pontotoc,34363
OK,Pottawatomie,60592
OK,Pushmataha,12486
OK,Roger Mills,3775
OK,Rogers,49376
OK,Seminole,23342
OK,Sequoyah,33828
OK,Stephens,42088
OK,Texas,16557
OK,Tillman,10384
OK,Tulsa,514305
OK,Wagoner,43637
OK,Washington,48256
OK,Washita,11369
OK,Woods,8775
OK,Woodward,18976
OR,Baker,15160
OR,Benton,65360
OR,Clackamas,261036
OR,Clatsop,32344
OR,Columbia,38514
OR,Coos,60152
OR,Crook,13890
OR,Curry,19327
OR,Deschutes,75179
OR,Douglas,94648
OR,Gilliam,1717
OR,Grant,7853
OR,Harney,7217
OR,Hood River,16905
OR,Jackson,146227
OR,Jefferson,13703
OR,Josephine,62649
OR,Klamath,57864
OR,Lake,7186
OR,Lane,282908
OR,Lincoln,38539
OR,Linn,97161
OR,Malheur,26038
OR,Marion,231828
OR,Morrow,7625
OR,Multnomah,593868
OR,Polk,47833
OR,Sherman,1918
OR,Tillamook,21570
OR,Umatilla,59249
OR,Union,23598
OR,Wallowa,6911
OR,Wasco,21683
OR,Washington,317119
OR,Wheeler,1396
OR,Yamhill,66025
PA,Adams,74396
PA,Allegheny,1325721
PA,Armstrong,70757
PA,Beaver,177375
PA,Bedford,47944
PA,Berks,334099
PA,Blair,131925
PA,Bradford,60791
PA,Bucks,528766
PA,Butler,157901
PA,Cambria,163426
PA,Cameron,5913
PA,Carbon,57367
PA,Centre,122792
PA,Chester,348231
PA,Clarion,44658
PA,Clearfield,77608
PA,Clinton,36365
PA,Columbia,68986
PA,Crawford,86492
PA,Cumberland,209081
PA,Dauphin,236133
PA,Delaware,588896
PA,Elk,34578
PA,Erie,277870
PA,Fayette,160565
PA,Forest,4296
PA,Franklin,115067
PA,Fulton,13837
PA,Greene,41561
PA,Huntingdon,46959
PA,Indiana,86456
PA,Jefferson,46127
PA,Juniata,20572
PA,Lackawanna,214160
PA,Lancaster,423722
PA,Lawrence,105383
PA,Lebanon,115655
PA,Lehigh,270337
PA,Luzerne,324661
PA,Lycoming,117329
PA,Mckean,46206
PA,Mercer,117870
PA,Mifflin,40776
PA,Monroe,95606
PA,Montgomery,635324
PA,Montour,17269
PA,Northampton,272838
PA,Northumberland,97035
PA,Perry,42194
PA,Philadelphia,1610956
PA,Pike,29919
PA,Potter,17760
PA,Schuylkill,153778
PA,Snyder,37702
PA,Somerset,79092
PA,Sullivan,6104
PA,Susquehanna,38161
PA,Tioga,40800
PA,Union,38472
PA,Venango,55460
PA,Warren,43741
PA,Washington,202603
PA,Wayne,40757
PA,Westmoreland,368031
PA,Wyoming,29970
PA,York,335648
RI,Bristol,49009
RI,Kent,160893
RI,Newport,87044
RI,Providence,596270
RI,Washington,110002
SC,Abbeville,22044
SC,Aiken,122934
SC,Allendale,11528
SC,Anderson,129459
SC,Bamberg,16726
SC,Barnwell,20281
SC,Beaufort,82855
SC,Berkeley,103922
SC,Calhoun,11723
SC,Charleston,299896
SC,Cherokee,40242
SC,Chester,31955
SC,Chesterfield,38577
SC,Clarendon,27672
SC,Colleton,36247
SC,Darlington,60401
SC,Dillon,29109
SC,Dorchester,101739
SC,Edgefield,14325
SC,Fairfield,22297
SC,Florence,115810
SC,Georgetown,48647
SC,Greenville,348932
SC,Greenwood,61510
SC,Hampton,23172
SC,Horry,145337
SC,Jasper,13894
SC,Kershaw,44308
SC,Lancaster,57035
SC,Laurens,55501
SC,Lee,15291
SC,Lexington,163668
SC,Marion,32641
SC,Marlboro,29366
SC,Mccormick,8743
SC,Newberry,33996
SC,Oconee,57557
SC,Orangeburg,84803
SC,Pickens,94996
SC,Richland,289439
SC,Saluda,14649
SC,Spartanburg,219461
SC,Sumter,106510
SC,Union,29888
SC,Williamsburg,34423
SC,York,131386
SD,Aurora,2945
SD,Beadle,18220
SD,Bennett,3206
SD,Bon Homme,7089
SD,Brookings,24849
SD,Brown,35590
SD,Brule,5341
SD,Buffalo,1759
SD,Butte,7914
SD,Campbell,1870
SD,Charles Mix,9275
SD,Clark,4267
SD,Clay,14225
SD,Codington,22698
SD,Corson,4248
SD,Custer,6205
SD,Davison,17893
SD,Day,6943
SD,Deuel,4522
SD,Dewey,5470
SD,Douglas,3746
SD,Edmunds,4295
SD,Fall River,7327
SD,Faulk,2972
SD,Grant,8372
SD,Gregory,5359
SD,Haakon,2624
SD,Hamlin,4729
SD,Hand,3651
SD,Hanson,2394
SD,Harding,1746
SD,Hughes,14817
SD,Hutchinson,8090
SD,Hyde,1696
SD,Jackson,2811
SD,Jerauld,2430
SD,Jones,1324
SD,Kingsbury,6267
SD,Lake,10550
SD,Lawrence,20655
SD,Lincoln,14462
SD,Lyman,3638
SD,Marshall,4844
SD,Mccook,5889
SD,Mcpherson,3323
SD,Meade,25404
SD,Mellette,1923
SD,Miner,3272
SD,Minnehaha,122346
SD,Moody,6387
SD,Pennington,77458
SD,Perkins,3804
SD,Potter,3190
SD,Roberts,9914
SD,Sanborn,3023
SD,Shannon,9902
SD,Spink,8199
SD,Stanley,2453
SD,Sully,1589
SD,Todd,8358
SD,Tripp,6876
SD,Turner,8190
SD,Union,11154
SD,Walworth,6087
SD,Yankton,18528
SD,Ziebach,2220
TN,Anderson,62765
TN,Bedford,30879
TN,Benton,14524
TN,Bledsoe,7869
TN,Blount,85110
TN,Bradley,71454
TN,Campbell,34827
TN,Cannon,13216
TN,Carroll,27514
TN,Carter,43141
TN,Cheatham,23391
TN,Chester,11734
TN,Claiborne,26128
TN,Clay,5082
TN,Cocke,29141
TN,Coffee,44091
TN,Crockett,13378
TN,Cumberland,34254
TN,Davidson,525506
TN,Decatur,11468
TN,Dekalb,15232
TN,Dickson,35427
TN,Dyer,34887
TN,Fayette,32340
TN,Fentress,15662
TN,Franklin,31176
TN,Gibson,46391
TN,Giles,27466
TN,Grainger,17624
TN,Greene,55982
TN,Grundy,13312
TN,Hamblen,52657
TN,Hamilton,287460
TN,Hancock,6134
TN,Hardeman,23377
TN,Hardin,22455
TN,Hawkins,42363
TN,Haywood,19437
TN,Henderson,20452
TN,Henry,27888
TN,Hickman,17478
TN,Houston,7259
TN,Humphreys,15795
TN,Jackson,8536
TN,Jefferson,34135
TN,Johnson,15170
TN,Knox,341460
TN,Lake,6581
TN,Lauderdale,23491
TN,Lawrence,37419
TN,Lewis,8004
TN,Lincoln,27639
TN,Loudon,34434
TN,Macon,13548
TN,Madison,79641
TN,Marion,16065
TN,Marshall,21185
TN,Maury,56037
TN,Mcminn,41800
TN,Mcnairy,22422
TN,Meigs,11841
TN,Monroe,29924
TN,Montgomery,98182
TN,Moore,2888
TN,Morgan,17300
TN,Obion,32156
TN,Overton,16607
TN,Perry,6529
TN,Pickett,2898
TN,Polk,14236
TN,Putnam,55453
TN,Rhea,25544
TN,Roane,41268
TN,Robertson,44121
TN,Rutherford,101068
TN,Scott,18367
TN,Sequatchie,15934
TN,Sevier,50397
TN,Shelby,819490
TN,Smith,15164
TN,Stewart,9464
TN,Sullivan,145781
TN,Sumner,95936
TN,Tipton,37627
TN,Trousdale,5511
TN,Unicoi,16539
TN,Union,13957
TN,Van Buren,3954
TN,Warren,34721
TN,Washington,99166
TN,Wayne,12548
TN,Weakley,31972
TN,White,20507
TN,Williamson,96242
TN,Wilson,61794
TX,Anderson,50077
TX,Andrews,14338
TX,Angelina,69884
TX,Aransas,16944
TX,Archer,6728
TX,Armstrong,2021
TX,Atascosa,30692
TX,Austin,22662
TX,Bailey,7064
TX,Bandera,10562
TX,Bastrop,39033
TX,Baylor,4208
TX,Bee,25323
TX,Bell,207607
TX,Bexar,1179613
TX,Blanco,5972
TX,Borden,799
TX,Bosque,15125
TX,Bowie,81665
TX,Brazoria,196358
TX,Brazos,121647
TX,Brewster,8681
TX,Briscoe,1971
TX,Brooks,8204
TX,Brown,34371
TX,Burleson,13625
TX,Burnet,24219
TX,Caldwell,26998
TX,Calhoun,17597
TX,Callahan,11859
TX,Cameron,260120
TX,Camp,14117
TX,Carson,6576
TX,Cass,32299
TX,Castro,9070
TX,Chambers,11990
TX,Cherokee,35266
TX,Childress,5932
TX,Clay,10024
TX,Cochran,4377
TX,Coke,3162
TX,Coleman,9710
TX,Collin,215774
TX,Collingsworth,3594
TX,Colorado,16135
TX,Comal,57325
TX,Comanche,13381
TX,Concho,3044
TX,Cooke,30808
TX,Coryell,45924
TX,Cottle,2260
TX,Crane,4652
TX,Crockett,4076
TX,Crosby,7304
TX,Culberson,3090
TX,Dallam,7723
TX,Dallas,1919537
TX,Dawson,14357
TX,De Witt,14823
TX,Deaf Smith,19090
TX,Delta,4857
TX,Denton,278790
TX,Dickens,2568
TX,Dimmit,10433
TX,Donley,3696
TX,Duval,12918
TX,Eastland,18568
TX,Ector,118934
TX,Edwards,2284
TX,El Paso,591610
TX,Ellis,87542
TX,Erath,26525
TX,Falls,17784
TX,Fannin,24804
TX,Fayette,21675
TX,Fisher,4294
TX,Floyd,8497
TX,Foard,1794
TX,Fort Bend,193854
TX,Franklin,9909
TX,Freestone,14073
TX,Frio,13472
TX,Gaines,14123
TX,Galveston,245286
TX,Garza,5143
TX,Gillespie,17204
TX,Glasscock,1447
TX,Goliad,5980
TX,Gonzales,17222
TX,Gray,23967
TX,Grayson,95021
TX,Gregg,129437
TX,Grimes,19043
TX,Guadalupe,56037
TX,Hale,35266
TX,Hall,3905
TX,Hamilton,7736
TX,Hansford,5848
TX,Hardeman,5283
TX,Hardin,41320
TX,Harris,2824451
TX,Harrison,48504
TX,Hartley,1372
TX,Haskell,6583
TX,Hays,66865
TX,Hemphill,3720
TX,Henderson,39319
TX,Hidalgo,383541
TX,Hill,27146
TX,Hockley,24199
TX,Hood,28981
TX,Hopkins,28831
TX,Houston,21836
TX,Howard,32343
TX,Hudspeth,3232
TX,Hunt,64351
TX,Hutchinson,25689
TX,Irion,1629
TX,Jack,6798
TX,Jackson,14495
TX,Jasper,29014
TX,Jeff Davis,1946
TX,Jefferson,238016
TX,Jim Hogg,5112
TX,Jim Wells,38735
TX,Johnson,103005
TX,Jones,16825
TX,Karnes,12455
TX,Kaufman,69769
TX,Kendall,18694
TX,Kenedy,460
TX,Kent,840
TX,Kerr,36307
TX,Kimble,4095
TX,King,344
TX,Kinney,3119
TX,Kleberg,30274
TX,Knox,4302
TX,La Salle,5266
TX,Lamar,43949
TX,Lamb,15072
TX,Lampasas,12798
TX,Lavaca,22707
TX,Lee,11864
TX,Leon,14976
TX,Liberty,55994
TX,Limestone,20500
TX,Lipscomb,3143
TX,Live Oak,7679
TX,Llano,10295
TX,Loving,107
TX,Lubbock,221729
TX,Lynn,6758
TX,Madison,10941
TX,Marion,8460
TX,Martin,4948
TX,Mason,3391
TX,Matagorda,36924
TX,Maverick,36378
TX,Mcculloch,8925
TX,Mclennan,191542
TX,Mcmullen,805
TX,Medina,27341
TX,Menard,2252
TX,Midland,106611
TX,Milam,22946
TX,Mills,4531
TX,Mitchell,8016
TX,Montague,17274
TX,Montgomery,181725
TX,Moore,17865
TX,Morris,12735
TX,Motley,1532
TX,Nacogdoches,54753
TX,Navarro,37984
TX,Newton,13978
TX,Nolan,17306
TX,Nueces,291123
TX,Ochiltree,9128
TX,Oldham,2341
TX,Orange,80515
TX,Palo Pinto,29964
TX,Panola,22046
TX,Parker,55928
TX,Parmer,9863
TX,Pecos,14677
TX,Polk,30689
TX,Potter,102920
TX,Presidio,6637
TX,Rains,6715
TX,Randall,84627
TX,Reagan,4514
TX,Real,2412
TX,Red River,14317
TX,Reeves,15852
TX,Refugio,7982
TX,Roberts,1025
TX,Robertson,15511
TX,Rockwall,22971
TX,Runnels,11294
TX,Rusk,36749
TX,Sabine,11451
TX,San Augustine,7702
TX,San Jacinto,15980
TX,San Patricio,60346
TX,San Saba,5253
TX,Schleicher,2990
TX,Scurry,18804
TX,Shackelford,3316
TX,Shelby,22034
TX,Sherman,2858
TX,Smith,154494
TX,Somervell,5360
TX,Starr,40515
TX,Stephens,8930
TX,Sterling,1438
TX,Stonewall,1855
TX,Sutton,4135
TX,Swisher,8133
TX,Tarrant,1146678
TX,Taylor,119655
TX,Terrell,1410
TX,Terry,13188
TX,Throckmorton,1435
TX,Titus,20884
TX,Tom Green,98458
TX,Travis,573977
TX,Trinity,11435
TX,Tyler,16646
TX,Upshur,21197
TX,Upton,4447
TX,Uvalde,23340
TX,Val Verde,38730
TX,Van Zandt,37422
TX,Victoria,74361
TX,Walker,50856
TX,Waller,21386
TX,Ward,13115
TX,Washington,26154
TX,Webb,133239
TX,Wharton,40096
TX,Wheeler,5879
TX,Wichita,115172
TX,Wilbarger,15121
TX,Willacy,17709
TX,Williamson,143725
TX,Wilson,23175
TX,Winkler,8626
TX,Wise,34628
TX,Wood,30093
TX,Yoakum,8816
TX,Young,18126
TX,Zapata,9279
TX,Zavala,12162
UT,Beaver,4765
UT,Box Elder,36485
UT,Cache,70183
UT,Carbon,20228
UT,Daggett,690
UT,Davis,187921
UT,Duchesne,12585
UT,Emery,10405
UT,Garfield,3931
UT,Grand,6547
UT,Iron,20789
UT,Juab,5626
UT,Kane,5169
UT,Millard,11333
UT,Morgan,5528
UT,Piute,1277
UT,Rich,1725
UT,Salt Lake,725956
UT,San Juan,12621
UT,Sanpete,16297
UT,Sevier,15431
UT,Summit,15518
UT,Tooele,26792
UT,Uintah,21422
UT,Utah,263242
UT,Wasatch,10399
UT,Washington,48560
UT,Wayne,2226
UT,Weber,158350
VA,Accomack,31703
VA,Albemarle,85325
VA,Alexandria City,108385
VA,Amelia,8319
VA,Amherst,27782
VA,Appomattox,12074
VA,Arlington,171441
VA,Augusta,33535
VA,Bath,5202
VA,Bedford,35771
VA,Bedford City,16245
VA,Bland,6260
VA,Botetourt,45986
VA,Bristol,23166
VA,Brunswick,15539
VA,Buchanan,29431
VA,Buckingham,10046
VA,Buena Vista City,8464
VA,Campbell,29574
VA,Caroline,18291
VA,Carroll,18571
VA,Charles City,4216
VA,Charlotte,12659
VA,Charlottesville City,25301
VA,Chesapeake City,151906
VA,Chesterfield,209421
VA,Clarke,12101
VA,Clifton Forge City,7486
VA,Colonial Heights City,21056
VA,Covington City,16958
VA,Craig,3553
VA,Culpeper,30614
VA,Cumberland,4572
VA,Danville City,65812
VA,Dickenson,15919
VA,Dinwiddie,13267
VA,Emporia City,13950
VA,Essex,8334
VA,Fairfax,626360
VA,Fairfax City,54789
VA,Falls Church City,14864
VA,Fauquier,11333
VA,Floyd,10917
VA,Fluvanna,10117
VA,Franklin,36434
VA,Franklin City,12786
VA,Frederick,22131
VA,Fredericksburg City,19027
VA,Galax City,17442
VA,Giles,17195
VA,Gloucester,28949
VA,Goochland,15284
VA,Grayson,12636
VA,Greene,10444
VA,Greensville,196
VA,Halifax,36170
VA,Hampton City,145345
VA,Hanover,65054
VA,Harrisonburg City,42027
VA,Henrico,218857
VA,Henry,38434
VA,Highland,2443
VA,Hopewell City,25764
VA,Isle Of Wight,23587
VA,James City,52518
VA,King And Queen,4282
VA,King George,10597
VA,King William,10254
VA,Lancaster,10892
VA,Lee,22622
VA,Lexington City,14306
VA,Louisa,16982
VA,Lunenburg,8859
VA,Lynchburg City,84724
VA,Madison,9318
VA,Martinsville City,35994
VA,Mathews,5883
VA,Mecklenburg,28005
VA,Middlesex,9419
VA,Montgomery,69910
VA,Nelson,14947
VA,New Kent,13483
VA,Newport News City,170048
VA,Norfolk City,261258
VA,Northampton,13061
VA,Northumberland,10528
VA,Norton City,4145
VA,Nottoway,15667
VA,Orange,24046
VA,Page,21334
VA,Patrick,16005
VA,Petersburg City,58204
VA,Pittsylvania,42421
VA,Poquoson City,11005
VA,Portsmouth City,103948
VA,Powhatan,14488
VA,Prince Edward,19985
VA,Prince George,21468
VA,Prince William,148613
VA,Pulaski,29320
VA,Radford,22335
VA,Rappahannock,6719
VA,Richmond,7273
VA,Richmond City,189571
VA,Roanoke,53549
VA,Roanoke City,103148
VA,Rockbridge,10209
VA,Rockingham,48726
VA,Russell,29528
VA,Salem,30570
VA,Scott,23312
VA,Shenandoah,32856
VA,Smyth,32130
VA,Southampton,12780
VA,Spotsylvania,56376
VA,Stafford,64166
VA,Staunton City,34323
VA,Suffolk City,52141
VA,Surry,5537
VA,Sussex,12941
VA,Tazewell,44971
VA,Virginia Beach City,393069
VA,Warren,24970
VA,Washington,40088
VA,Waynesboro City,26450
VA,Westmoreland,15480
VA,Winchester City,45537
VA,Wise,43156
VA,Wythe,27965
VA,York,23220
VT,Addison,33488
VT,Bennington,35760
VT,Caledonia,27464
VT,Chittenden,132821
VT,Essex,6610
VT,Franklin,36880
VT,Grand Isle,5318
VT,Lamoille,20859
VT,Orange,25344
VT,Orleans,24195
VT,Rutland,61932
VT,Washington,55989
VT,Windham,41789
VT,Windsor,54309
WA,Adams,16556
WA,Asotin,17605
WA,Benton,112560
WA,Chelan,52250
WA,Clallam,57214
WA,Clark,238358
WA,Columbia,3373
WA,Cowlitz,83682
WA,Douglas,26205
WA,Ferry,6295
WA,Franklin,39827
WA,Garfield,2467
WA,Grant,52415
WA,Grays Harbor,67059
WA,Island,54162
WA,Jefferson,19243
WA,King,1520410
WA,Kitsap,189731
WA,Kittitas,26725
WA,Klickitat,16669
WA,Lewis,59358
WA,Lincoln,9058
WA,Mason,35610
WA,Okanogan,33350
WA,Pacific,19246
WA,Pend Oreille,8754
WA,Pierce,585781
WA,San Juan,9943
WA,Skagit,78956
WA,Skamania,6373
WA,Snohomish,460448
WA,Spokane,364174
WA,Stevens,28074
WA,Thurston,161238
WA,Wahkiakum,2963
WA,Walla Walla,45907
WA,Whatcom,127029
WA,Whitman,38806
WA,Yakima,188818
WI,Adams,10690
WI,Ashland,18268
WI,Barron,40140
WI,Bayfield,11784
WI,Brown,195272
WI,Buffalo,14135
WI,Burnett,11480
WI,Calumet,21982
WI,Chippewa,49766
WI,Clark,33777
WI,Columbia,50784
WI,Crawford,16141
WI,Dane,364735
WI,Dodge,68418
WI,Door,25522
WI,Douglas,42282
WI,Dunn,36686
WI,Eau Claire,84593
WI,Florence,3528
WI,Fond Du Lac,86273
WI,Forest,8543
WI,Grant,55073
WI,Green,30938
WI,Green Lake,18966
WI,Iowa,18922
WI,Iron,5810
WI,Jackson,15078
WI,Jefferson,72198
WI,Juneau,23516
WI,Kenosha,124822
WI,Kewaunee,18903
WI,La Crosse,97012
WI,Lafayette,14409
WI,Langlade,19029
WI,Lincoln,29374
WI,Manitowoc,78794
WI,Marathon,109754
WI,Marinette,43184
WI,Marquette,12852
WI,Menominee,3602
WI,Milwaukee,959275
WI,Monroe,36477
WI,Oconto,29261
WI,Oneida,32818
WI,Outagamie,153102
WI,Ozaukee,74936
WI,Pepin,6783
WI,Pierce,37252
WI,Polk,32376
WI,Portage,60348
WI,Price,15387
WI,Racine,181390
WI,Richland,14108
WI,Rock,138368
WI,Rusk,15228
WI,Saint Croix,48530
WI,Sauk,46249
WI,Sawyer,14612
WI,Shawano,32208
WI,Sheboygan,103243
WI,Taylor,16741
WI,Trempealeau,28930
WI,Vernon,25640
WI,Vilas,15734
WI,Walworth,76279
WI,Washburn,15455
WI,Washington,95986
WI,Waukesha,306766
WI,Waupaca,52428
WI,Waushara,17832
WI,Winnebago,138507
WI,Wood,80564
WV,Barbour,15474
WV,Berkeley,60189
WV,Boone,24172
WV,Braxton,12452
WV,Brooke,23057
WV,Cabell,105698
WV,Calhoun,7273
WV,Clay,9490
WV,Doddridge,4072
WV,Fayette,48234
WV,Gilmer,5598
WV,Grant,9847
WV,Greenbrier,37253
WV,Hampshire,14387
WV,Hancock,39168
WV,Hardy,10810
WV,Harrison,71686
WV,Jackson,24712
WV,Jefferson,35926
WV,Kanawha,209635
WV,Lewis,18457
WV,Lincoln,21427
WV,Logan,43655
WV,Marion,59306
WV,Marshall,36034
WV,Mason,26515
WV,Mcdowell,29467
WV,Mercer,65261
WV,Mineral,26421
WV,Mingo,34773
WV,Monongalia,73621
WV,Monroe,10840
WV,Morgan,12023
WV,Nicholas,26035
WV,Ohio,53161
WV,Pendleton,7426
WV,Pleasants,7085
WV,Pocahontas,8929
WV,Preston,28432
WV,Putnam,39245
WV,Raleigh,76787
WV,Randolph,29185
WV,Ritchie,9943
WV,Roane,14751
WV,Summers,11929
WV,Taylor,13866
WV,Tucker,6423
WV,Tyler,8196
WV,Upshur,21844
WV,Wayne,29779
WV,Webster,10177
WV,Wetzel,19199
WV,Wirt,4467
WV,Wood,88073
WV,Wyoming,28014
WY,Albany,30737
WY,Big Horn,10525
WY,Campbell,29370
WY,Carbon,16580
WY,Converse,11128
WY,Crook,5237
WY,Fremont,33662
WY,Goshen,12373
WY,Hot Springs,4809
WY,Johnson,6145
WY,Laramie,73142
WY,Lincoln,12625
WY,Natrona,61226
WY,Niobrara,2290
WY,Park,23260
WY,Platte,8145
WY,Sheridan,23562
WY,Sublette,4843
WY,Sweetwater,38823
WY,Teton,11090
WY,Uinta,18705
WY,Washakie,8388
WY,Weston,6518
,,
"Sep 25, 2014 6:58 AM",,
